Navn,Year,Month,Day,Felt,Trafikkmengde,Sykkel
Sentrumstangenten,2023,2,26,Totalt,5926,0
Sentrumstangenten,2023,2,27,1,5503,0
Sentrumstangenten,2023,2,27,2,5321,0
Sentrumstangenten,2023,2,27,Totalt,10824,0
Sentrumstangenten,2023,2,28,1,5305,0
Sentrumstangenten,2023,2,28,2,5236,0
Sentrumstangenten,2023,2,28,Totalt,10541,0
Sentrumstangenten,2023,3,1,1,5378,0
Sentrumstangenten,2023,3,1,2,5256,0
Sentrumstangenten,2023,3,1,Totalt,10634,0
Sentrumstangenten,2023,3,2,1,5768,0
Sentrumstangenten,2023,3,2,2,5535,0
Sentrumstangenten,2023,3,2,Totalt,11303,0
Sentrumstangenten,2023,3,3,1,5496,0
Sentrumstangenten,2023,3,3,2,5493,0
Sentrumstangenten,2023,3,3,Totalt,10989,0
Sentrumstangenten,2023,3,4,1,3520,0
Sentrumstangenten,2023,3,4,2,3472,0
Sentrumstangenten,2023,3,4,Totalt,6992,0
Sentrumstangenten,2023,3,5,1,2630,0
Sentrumstangenten,2023,3,5,2,2617,0
Sentrumstangenten,2023,3,5,Totalt,5247,0
Sentrumstangenten,2023,3,6,1,4753,0
Sentrumstangenten,2023,3,6,2,4592,0
Sentrumstangenten,2023,3,6,Totalt,9345,0
Sentrumstangenten,2023,3,7,1,4779,0
Sentrumstangenten,2023,3,7,2,4611,0
Sentrumstangenten,2023,3,7,Totalt,9390,0
Sentrumstangenten,2023,3,8,1,4756,0
Sentrumstangenten,2023,3,8,2,4640,0
Sentrumstangenten,2023,3,8,Totalt,9396,0
Sentrumstangenten,2023,3,9,1,4931,0
Sentrumstangenten,2023,3,9,2,4691,0
Sentrumstangenten,2023,3,9,Totalt,9622,0
Sentrumstangenten,2023,3,10,1,4923,0
Sentrumstangenten,2023,3,10,2,4871,0
Sentrumstangenten,2023,3,10,Totalt,9794,0
Sentrumstangenten,2023,3,11,1,3480,0
Sentrumstangenten,2023,3,11,2,3249,0
Sentrumstangenten,2023,3,11,Totalt,6729,0
Sentrumstangenten,2023,3,12,1,2838,0
Sentrumstangenten,2023,3,12,2,2625,0
Sentrumstangenten,2023,3,12,Totalt,5463,0
Sentrumstangenten,2023,3,13,1,5265,0
Sentrumstangenten,2023,3,13,2,5121,0
Sentrumstangenten,2023,3,13,Totalt,10386,0
Sentrumstangenten,2023,3,14,1,5637,0
Sentrumstangenten,2023,3,14,2,5408,0
Sentrumstangenten,2023,3,14,Totalt,11045,0
Sentrumstangenten,2023,3,15,1,5768,0
Sentrumstangenten,2023,3,15,2,5502,0
Sentrumstangenten,2023,3,15,Totalt,11270,0
Sentrumstangenten,2023,3,16,1,5776,0
Sentrumstangenten,2023,3,16,2,5496,0
Sentrumstangenten,2023,3,16,Totalt,11272,0
Sentrumstangenten,2023,3,17,1,6049,0
Sentrumstangenten,2023,3,17,2,5567,0
Sentrumstangenten,2023,3,17,Totalt,11616,0
Sentrumstangenten,2023,3,18,1,3853,0
Sentrumstangenten,2023,3,18,2,3797,0
Sentrumstangenten,2023,3,18,Totalt,7650,0
Sentrumstangenten,2023,3,19,1,3091,0
Sentrumstangenten,2023,3,19,2,2980,0
Sentrumstangenten,2023,3,19,Totalt,6071,0
Sentrumstangenten,2023,3,20,1,5727,0
Sentrumstangenten,2023,3,20,2,5454,0
Sentrumstangenten,2023,3,20,Totalt,11181,0
Sentrumstangenten,2023,3,21,1,5663,0
Sentrumstangenten,2023,3,21,2,5424,0
Sentrumstangenten,2023,3,21,Totalt,11087,0
Sentrumstangenten,2023,3,22,1,5582,0
Sentrumstangenten,2023,3,22,2,5440,0
Sentrumstangenten,2023,3,22,Totalt,11022,0
Sentrumstangenten,2023,3,23,1,6109,0
Sentrumstangenten,2023,3,23,2,5648,0
Sentrumstangenten,2023,3,23,Totalt,11757,0
Sentrumstangenten,2023,3,24,1,5767,0
Sentrumstangenten,2023,3,24,2,5596,0
Sentrumstangenten,2023,3,24,Totalt,11363,0
Sentrumstangenten,2023,3,25,1,4073,0
Sentrumstangenten,2023,3,25,2,3804,0
Sentrumstangenten,2023,3,25,Totalt,7877,0
Sentrumstangenten,2023,3,26,1,2785,0
Sentrumstangenten,2023,3,26,2,2798,0
Sentrumstangenten,2023,3,26,Totalt,5583,0
Sentrumstangenten,2023,3,27,1,5449,0
Sentrumstangenten,2023,3,27,2,5277,0
Sentrumstangenten,2023,3,27,Totalt,10726,0
Sentrumstangenten,2023,3,28,1,5633,0
Sentrumstangenten,2023,3,28,2,5381,0
Sentrumstangenten,2023,3,28,Totalt,11014,0
Sentrumstangenten,2023,3,29,1,5798,0
Sentrumstangenten,2023,3,29,2,5455,0
Sentrumstangenten,2023,3,29,Totalt,11253,0
Sentrumstangenten,2023,3,30,1,5868,0
Sentrumstangenten,2023,3,30,2,5533,0
Sentrumstangenten,2023,3,30,Totalt,11401,0
Sentrumstangenten,2023,3,31,1,5484,0
Sentrumstangenten,2023,3,31,2,5252,0
Sentrumstangenten,2023,3,31,Totalt,10736,0
Sentrumstangenten,2023,4,1,1,3229,0
Sentrumstangenten,2023,4,1,2,3353,0
Sentrumstangenten,2023,4,1,Totalt,6582,0
Sentrumstangenten,2023,4,2,1,2206,0
Sentrumstangenten,2023,4,2,2,2216,0
Sentrumstangenten,2023,4,2,Totalt,4422,0
Sentrumstangenten,2023,4,3,1,4733,0
Sentrumstangenten,2023,4,3,2,4409,0
Sentrumstangenten,2023,4,3,Totalt,9142,0
Sentrumstangenten,2023,4,4,1,4185,0
Sentrumstangenten,2023,4,4,2,4063,0
Sentrumstangenten,2023,4,4,Totalt,8248,0
Sentrumstangenten,2023,4,5,1,3507,0
Sentrumstangenten,2023,4,5,2,3468,0
Sentrumstangenten,2023,4,5,Totalt,6975,0
Sentrumstangenten,2023,4,6,1,1447,0
Sentrumstangenten,2023,4,6,2,1543,0
Sentrumstangenten,2023,4,6,Totalt,2990,0
Sentrumstangenten,2023,4,7,1,1579,0
Sentrumstangenten,2023,4,7,2,1459,0
Sentrumstangenten,2023,4,7,Totalt,3038,0
Sentrumstangenten,2023,4,8,1,2170,0
Sentrumstangenten,2023,4,8,2,2093,0
Sentrumstangenten,2023,4,8,Totalt,4263,0
Sentrumstangenten,2023,4,9,1,1976,0
Sentrumstangenten,2023,4,9,2,1790,0
Sentrumstangenten,2023,4,9,Totalt,3766,0
Sentrumstangenten,2023,4,10,1,2532,0
Sentrumstangenten,2023,4,10,2,2398,0
Sentrumstangenten,2023,4,10,Totalt,4930,0
Sentrumstangenten,2023,4,11,1,5351,0
Sentrumstangenten,2023,4,11,2,5047,0
Sentrumstangenten,2023,4,11,Totalt,10398,0
Sentrumstangenten,2023,4,12,1,5093,0
Sentrumstangenten,2023,4,12,2,4877,0
Sentrumstangenten,2023,4,12,Totalt,9970,0
Sentrumstangenten,2023,4,13,1,5231,0
Sentrumstangenten,2023,4,13,2,5066,0
Sentrumstangenten,2023,4,13,Totalt,10297,0
Sentrumstangenten,2023,4,14,1,5353,0
Sentrumstangenten,2023,4,14,2,5260,0
Sentrumstangenten,2023,4,14,Totalt,10613,0
Sentrumstangenten,2023,4,15,1,4806,0
Sentrumstangenten,2023,4,15,2,4440,0
Sentrumstangenten,2023,4,15,Totalt,9246,0
Sentrumstangenten,2023,4,16,1,2632,0
Sentrumstangenten,2023,4,16,2,2639,0
Sentrumstangenten,2023,4,16,Totalt,5271,0
Sentrumstangenten,2023,4,17,1,5239,0
Sentrumstangenten,2023,4,17,2,5043,0
Sentrumstangenten,2023,4,17,Totalt,10282,0
Sentrumstangenten,2023,4,18,1,5389,0
Sentrumstangenten,2023,4,18,2,5091,0
Sentrumstangenten,2023,4,18,Totalt,10480,0
Sentrumstangenten,2023,4,19,1,5808,0
Sentrumstangenten,2023,4,19,2,5536,0
Sentrumstangenten,2023,4,19,Totalt,11344,0
Ringvegen,2021,5,6,1,95,0
Ringvegen,2021,5,6,2,154,0
Ringvegen,2021,5,6,Totalt,249,0
Ringvegen,2021,5,7,1,110,0
Ringvegen,2021,5,7,2,109,0
Ringvegen,2021,5,7,Totalt,219,0
Ringvegen,2021,5,8,1,46,0
Ringvegen,2021,5,8,2,46,0
Ringvegen,2021,5,8,Totalt,92,0
Ringvegen,2021,5,9,1,65,0
Ringvegen,2021,5,9,2,74,0
Ringvegen,2021,5,9,Totalt,139,0
Ringvegen,2021,5,10,1,149,0
Ringvegen,2021,5,10,2,142,0
Ringvegen,2021,5,10,Totalt,291,0
Ringvegen,2021,5,11,1,126,0
Ringvegen,2021,5,11,2,125,0
Ringvegen,2021,5,11,Totalt,251,0
Ringvegen,2021,5,12,1,141,0
Ringvegen,2021,5,12,2,128,0
Ringvegen,2021,5,12,Totalt,269,0
Ringvegen,2021,5,13,1,77,0
Ringvegen,2021,5,13,2,65,0
Ringvegen,2021,5,13,Totalt,142,0
Ringvegen,2021,5,14,1,81,0
Ringvegen,2021,5,14,2,82,0
Ringvegen,2021,5,14,Totalt,163,0
Ringvegen,2021,5,15,1,94,0
Ringvegen,2021,5,15,2,86,0
Ringvegen,2021,5,15,Totalt,180,0
Ringvegen,2021,5,16,1,107,0
Ringvegen,2021,5,16,2,102,0
Ringvegen,2021,5,16,Totalt,209,0
Ringvegen,2021,5,17,1,72,0
Ringvegen,2021,5,17,2,81,0
Ringvegen,2021,5,17,Totalt,153,0
Ringvegen,2021,5,18,1,159,0
Ringvegen,2021,5,18,2,170,0
Ringvegen,2021,5,18,Totalt,329,0
Ringvegen,2021,5,19,1,199,0
Ringvegen,2021,5,19,2,185,0
Ringvegen,2021,5,19,Totalt,384,0
Ringvegen,2021,5,20,1,133,0
Ringvegen,2021,5,20,2,152,0
Ringvegen,2021,5,20,Totalt,285,0
Ringvegen,2021,5,21,1,122,0
Ringvegen,2021,5,21,2,116,0
Ringvegen,2021,5,21,Totalt,238,0
Ringvegen,2021,5,22,1,50,0
Ringvegen,2021,5,22,2,58,0
Ringvegen,2021,5,22,Totalt,108,0
Ringvegen,2021,5,23,1,124,0
Ringvegen,2021,5,23,2,122,0
Ringvegen,2021,5,23,Totalt,246,0
Ringvegen,2021,5,24,1,129,0
Ringvegen,2021,5,24,2,107,0
Ringvegen,2021,5,24,Totalt,236,0
Ringvegen,2021,5,25,1,137,0
Ringvegen,2021,5,25,2,121,0
Ringvegen,2021,5,25,Totalt,258,0
Ringvegen,2021,5,26,1,160,0
Ringvegen,2021,5,26,2,148,0
Ringvegen,2021,5,26,Totalt,308,0
Ringvegen,2021,5,27,1,98,0
Ringvegen,2021,5,27,2,107,0
Ringvegen,2021,5,27,Totalt,205,0
Ringvegen,2021,5,28,1,151,0
Ringvegen,2021,5,28,2,121,0
Ringvegen,2021,5,28,Totalt,272,0
Ringvegen,2021,5,29,1,74,0
Ringvegen,2021,5,29,2,91,0
Ringvegen,2021,5,29,Totalt,165,0
Ringvegen,2021,5,30,1,52,0
Ringvegen,2021,5,30,2,62,0
Ringvegen,2021,5,30,Totalt,114,0
Ringvegen,2021,5,31,1,131,0
Ringvegen,2021,5,31,2,148,0
Ringvegen,2021,5,31,Totalt,279,0
Ringvegen,2021,6,1,1,200,0
Ringvegen,2021,6,1,2,212,0
Ringvegen,2021,6,1,Totalt,412,0
Ringvegen,2021,6,2,1,212,0
Ringvegen,2021,6,2,2,215,0
Ringvegen,2021,6,2,Totalt,427,0
Ringvegen,2021,6,3,1,197,0
Ringvegen,2021,6,3,2,238,0
Ringvegen,2021,6,3,Totalt,435,0
Ringvegen,2021,6,4,1,182,0
Ringvegen,2021,6,4,2,179,0
Ringvegen,2021,6,4,Totalt,361,0
Ringvegen,2021,6,5,1,106,0
Ringvegen,2021,6,5,2,112,0
Ringvegen,2021,6,5,Totalt,218,0
Ringvegen,2021,6,6,1,128,0
Ringvegen,2021,6,6,2,113,0
Ringvegen,2021,6,6,Totalt,241,0
Ringvegen,2021,6,7,1,137,0
Ringvegen,2021,6,7,2,132,0
Ringvegen,2021,6,7,Totalt,269,0
Ringvegen,2021,6,8,1,167,0
Ringvegen,2021,6,8,2,165,0
Ringvegen,2021,6,8,Totalt,332,0
Ringvegen,2021,6,9,1,197,0
Ringvegen,2021,6,9,2,240,0
Ringvegen,2021,6,9,Totalt,437,0
Ringvegen,2021,6,10,1,94,0
Ringvegen,2021,6,10,2,103,0
Ringvegen,2021,6,10,Totalt,197,0
Ringvegen,2021,6,11,1,66,0
Ringvegen,2021,6,11,2,78,0
Ringvegen,2021,6,11,Totalt,144,0
Ringvegen,2021,6,12,1,32,0
Ringvegen,2021,6,12,2,38,0
Ringvegen,2021,6,12,Totalt,70,0
Ringvegen,2021,6,13,1,52,0
Ringvegen,2021,6,13,2,56,0
Ringvegen,2021,6,13,Totalt,108,0
Ringvegen,2021,6,14,1,126,0
Ringvegen,2021,6,14,2,120,0
Ringvegen,2021,6,14,Totalt,246,0
Ringvegen,2021,6,15,1,195,0
Ringvegen,2021,6,15,2,160,0
Ringvegen,2021,6,15,Totalt,355,0
Ringvegen,2021,6,16,1,90,0
Ringvegen,2021,6,16,2,73,0
Ringvegen,2021,6,16,Totalt,163,0
Ringvegen,2021,6,17,1,88,0
Ringvegen,2021,6,17,2,93,0
Ringvegen,2021,6,17,Totalt,181,0
Ringvegen,2021,6,18,1,96,0
Ringvegen,2021,6,18,2,84,0
Ringvegen,2021,6,18,Totalt,180,0
Ringvegen,2021,6,19,1,51,0
Ringvegen,2021,6,19,2,78,0
Ringvegen,2021,6,19,Totalt,129,0
Ringvegen,2021,6,20,1,107,0
Ringvegen,2021,6,20,2,100,0
Ringvegen,2021,6,20,Totalt,207,0
Ringvegen,2021,6,21,1,111,0
Ringvegen,2021,6,21,2,117,0
Ringvegen,2021,6,21,Totalt,228,0
Ringvegen,2021,6,22,1,92,0
Ringvegen,2021,6,22,2,104,0
Ringvegen,2021,6,22,Totalt,196,0
Ringvegen,2021,6,23,1,156,0
Ringvegen,2021,6,23,2,157,0
Ringvegen,2021,6,23,Totalt,313,0
Ringvegen,2021,6,24,1,115,0
Ringvegen,2021,6,24,2,112,0
Ringvegen,2021,6,24,Totalt,227,0
Ringvegen,2021,6,25,1,62,0
Ringvegen,2021,6,25,2,71,0
Ringvegen,2021,6,25,Totalt,133,0
Ringvegen,2021,6,26,1,55,0
Ringvegen,2021,6,26,2,57,0
Ringvegen,2021,6,26,Totalt,112,0
Ringvegen,2021,6,27,1,67,0
Ringvegen,2021,6,27,2,69,0
Ringvegen,2021,6,27,Totalt,136,0
Ringvegen,2021,6,28,1,72,0
Ringvegen,2021,6,28,2,70,0
Ringvegen,2021,6,28,Totalt,142,0
Ringvegen,2021,6,29,1,79,0
Ringvegen,2021,6,29,2,77,0
Ringvegen,2021,6,29,Totalt,156,0
Ringvegen,2021,6,30,1,95,0
Ringvegen,2021,6,30,2,107,0
Ringvegen,2021,6,30,Totalt,202,0
Ringvegen,2021,7,1,1,98,0
Ringvegen,2021,7,1,2,113,0
Ringvegen,2021,7,1,Totalt,211,0
Ringvegen,2021,7,2,1,97,0
Ringvegen,2021,7,2,2,113,0
Ringvegen,2021,7,2,Totalt,210,0
Ringvegen,2021,7,3,1,66,0
Ringvegen,2021,7,3,2,63,0
Ringvegen,2021,7,3,Totalt,129,0
Ringvegen,2021,7,4,1,87,0
Ringvegen,2021,7,4,2,70,0
Ringvegen,2021,7,4,Totalt,157,0
Ringvegen,2021,7,5,1,118,0
Ringvegen,2021,7,5,2,122,0
Ringvegen,2021,7,5,Totalt,240,0
Ringvegen,2021,7,6,1,143,0
Ringvegen,2021,7,6,2,133,0
Ringvegen,2021,7,6,Totalt,276,0
Ringvegen,2021,7,7,1,92,0
Ringvegen,2021,7,7,2,99,0
Ringvegen,2021,7,7,Totalt,191,0
Ringvegen,2021,7,8,1,43,0
Ringvegen,2021,7,8,2,48,0
Ringvegen,2021,7,8,Totalt,91,0
Ringvegen,2021,7,9,1,79,0
Ringvegen,2021,7,9,2,71,0
Ringvegen,2021,7,9,Totalt,150,0
Ringvegen,2021,7,10,1,66,0
Ringvegen,2021,7,10,2,66,0
Ringvegen,2021,7,10,Totalt,132,0
Ringvegen,2021,7,11,1,57,0
Ringvegen,2021,7,11,2,67,0
Ringvegen,2021,7,11,Totalt,124,0
Ringvegen,2021,7,12,1,56,0
Ringvegen,2021,7,12,2,44,0
Ringvegen,2021,7,12,Totalt,100,0
Ringvegen,2021,7,13,1,30,0
Ringvegen,2021,7,13,2,34,0
Ringvegen,2021,7,13,Totalt,64,0
Ringvegen,2021,7,14,1,81,0
Ringvegen,2021,7,14,2,78,0
Ringvegen,2021,7,14,Totalt,159,0
Ringvegen,2021,7,15,1,43,0
Ringvegen,2021,7,15,2,45,0
Ringvegen,2021,7,15,Totalt,88,0
Ringvegen,2021,7,16,1,21,0
Ringvegen,2021,7,16,2,27,0
Ringvegen,2021,7,16,Totalt,48,0
Ringvegen,2021,7,17,1,24,0
Ringvegen,2021,7,17,2,46,0
Ringvegen,2021,7,17,Totalt,70,0
Ringvegen,2021,7,18,1,50,0
Ringvegen,2021,7,18,2,60,0
Ringvegen,2021,7,18,Totalt,110,0
Ringvegen,2021,7,19,1,24,0
Ringvegen,2021,7,19,2,31,0
Ringvegen,2021,7,19,Totalt,55,0
Ringvegen,2021,7,20,1,24,0
Ringvegen,2021,7,20,2,30,0
Ringvegen,2021,7,20,Totalt,54,0
Ringvegen,2021,7,21,1,24,0
Ringvegen,2021,7,21,2,30,0
Ringvegen,2021,7,21,Totalt,54,0
Ringvegen,2021,7,22,1,30,0
Ringvegen,2021,7,22,2,32,0
Ringvegen,2021,7,22,Totalt,62,0
Ringvegen,2021,7,23,1,41,0
Ringvegen,2021,7,23,2,44,0
Ringvegen,2021,7,23,Totalt,85,0
Ringvegen,2021,7,24,1,36,0
Ringvegen,2021,7,24,2,42,0
Ringvegen,2021,7,24,Totalt,78,0
Ringvegen,2021,7,25,1,20,0
Ringvegen,2021,7,25,2,26,0
Ringvegen,2021,7,25,Totalt,46,0
Ringvegen,2021,7,26,1,82,0
Ringvegen,2021,7,26,2,87,0
Ringvegen,2021,7,26,Totalt,169,0
Ringvegen,2021,7,27,1,70,0
Ringvegen,2021,7,27,2,57,0
Ringvegen,2021,7,27,Totalt,127,0
Ringvegen,2021,7,28,1,65,0
Ringvegen,2021,7,28,2,52,0
Ringvegen,2021,7,28,Totalt,117,0
Ringvegen,2021,7,29,1,71,0
Ringvegen,2021,7,29,2,65,0
Ringvegen,2021,7,29,Totalt,136,0
Ringvegen,2021,7,30,1,39,0
Ringvegen,2021,7,30,2,55,0
Ringvegen,2021,7,30,Totalt,94,0
Ringvegen,2021,7,31,1,44,0
Ringvegen,2021,7,31,2,39,0
Ringvegen,2021,7,31,Totalt,83,0
Ringvegen,2021,8,1,1,74,0
Ringvegen,2021,8,1,2,71,0
Ringvegen,2021,8,1,Totalt,145,0
Ringvegen,2021,8,2,1,44,0
Ringvegen,2021,8,2,2,40,0
Ringvegen,2021,8,2,Totalt,84,0
Ringvegen,2021,8,3,1,74,0
Ringvegen,2021,8,3,2,70,0
Ringvegen,2021,8,3,Totalt,144,0
Ringvegen,2021,8,4,1,59,0
Ringvegen,2021,8,4,2,58,0
Ringvegen,2021,8,4,Totalt,117,0
Ringvegen,2021,8,5,1,102,0
Ringvegen,2021,8,5,2,102,0
Ringvegen,2021,8,5,Totalt,204,0
Ringvegen,2021,8,6,1,88,0
Ringvegen,2021,8,6,2,94,0
Ringvegen,2021,8,6,Totalt,182,0
Ringvegen,2021,8,7,1,81,0
Ringvegen,2021,8,7,2,75,0
Ringvegen,2021,8,7,Totalt,156,0
Ringvegen,2021,8,8,1,111,0
Ringvegen,2021,8,8,2,104,0
Ringvegen,2021,8,8,Totalt,215,0
Ringvegen,2021,8,9,1,102,0
Ringvegen,2021,8,9,2,115,0
Ringvegen,2021,8,9,Totalt,217,0
Ringvegen,2021,8,10,1,142,0
Ringvegen,2021,8,10,2,142,0
Ringvegen,2021,8,10,Totalt,284,0
Ringvegen,2021,8,11,1,94,0
Ringvegen,2021,8,11,2,83,0
Ringvegen,2021,8,11,Totalt,177,0
Ringvegen,2021,8,12,1,81,0
Ringvegen,2021,8,12,2,89,0
Ringvegen,2021,8,12,Totalt,170,0
Ringvegen,2021,8,13,1,46,0
Ringvegen,2021,8,13,2,46,0
Ringvegen,2021,8,13,Totalt,92,0
Ringvegen,2021,8,14,1,73,0
Ringvegen,2021,8,14,2,64,0
Ringvegen,2021,8,14,Totalt,137,0
Ringvegen,2021,8,15,1,75,0
Ringvegen,2021,8,15,2,57,0
Ringvegen,2021,8,15,Totalt,132,0
Ringvegen,2021,8,16,1,109,0
Ringvegen,2021,8,16,2,99,0
Ringvegen,2021,8,16,Totalt,208,0
Ringvegen,2021,8,17,1,134,0
Ringvegen,2021,8,17,2,142,0
Ringvegen,2021,8,17,Totalt,276,0
Ringvegen,2021,8,18,1,115,0
Ringvegen,2021,8,18,2,119,0
Ringvegen,2021,8,18,Totalt,234,0
Ringvegen,2021,8,19,1,92,0
Ringvegen,2021,8,19,2,93,0
Ringvegen,2021,8,19,Totalt,185,0
Ringvegen,2021,8,20,1,52,0
Ringvegen,2021,8,20,2,51,0
Ringvegen,2021,8,20,Totalt,103,0
Ringvegen,2021,8,21,1,74,0
Ringvegen,2021,8,21,2,78,0
Ringvegen,2021,8,21,Totalt,152,0
Ringvegen,2021,8,22,1,77,0
Ringvegen,2021,8,22,2,70,0
Ringvegen,2021,8,22,Totalt,147,0
Ringvegen,2021,8,23,1,102,0
Ringvegen,2021,8,23,2,106,0
Ringvegen,2021,8,23,Totalt,208,0
Ringvegen,2021,8,24,1,90,0
Ringvegen,2021,8,24,2,89,0
Ringvegen,2021,8,24,Totalt,179,0
Ringvegen,2021,8,25,1,139,0
Ringvegen,2021,8,25,2,142,0
Ringvegen,2021,8,25,Totalt,281,0
Ringvegen,2021,8,26,1,140,0
Ringvegen,2021,8,26,2,143,0
Ringvegen,2021,8,26,Totalt,283,0
Ringvegen,2021,8,27,1,94,0
Ringvegen,2021,8,27,2,96,0
Ringvegen,2021,8,27,Totalt,190,0
Ringvegen,2021,8,28,1,65,0
Ringvegen,2021,8,28,2,55,0
Ringvegen,2021,8,28,Totalt,120,0
Ringvegen,2021,8,29,1,77,0
Ringvegen,2021,8,29,2,68,0
Ringvegen,2021,8,29,Totalt,145,0
Ringvegen,2021,8,30,1,95,0
Ringvegen,2021,8,30,2,105,0
Ringvegen,2021,8,30,Totalt,200,0
Ringvegen,2021,8,31,1,64,0
Ringvegen,2021,8,31,2,64,0
Ringvegen,2021,8,31,Totalt,128,0
Ringvegen,2021,9,1,1,68,0
Ringvegen,2021,9,1,2,54,0
Ringvegen,2021,9,1,Totalt,122,0
Ringvegen,2021,9,2,1,69,0
Ringvegen,2021,9,2,2,60,0
Ringvegen,2021,9,2,Totalt,129,0
Ringvegen,2021,9,3,1,65,0
Ringvegen,2021,9,3,2,62,0
Ringvegen,2021,9,3,Totalt,127,0
Ringvegen,2021,9,4,1,42,0
Ringvegen,2021,9,4,2,40,0
Ringvegen,2021,9,4,Totalt,82,0
Ringvegen,2021,9,5,1,36,0
Ringvegen,2021,9,5,2,51,0
Ringvegen,2021,9,5,Totalt,87,0
Ringvegen,2021,9,6,1,111,0
Ringvegen,2021,9,6,2,100,0
Ringvegen,2021,9,6,Totalt,211,0
Ringvegen,2021,9,7,1,81,0
Ringvegen,2021,9,7,2,67,0
Ringvegen,2021,9,7,Totalt,148,0
Ringvegen,2021,9,8,1,69,0
Ringvegen,2021,9,8,2,71,0
Ringvegen,2021,9,8,Totalt,140,0
Ringvegen,2021,9,9,1,75,0
Ringvegen,2021,9,9,2,78,0
Ringvegen,2021,9,9,Totalt,153,0
Ringvegen,2021,9,10,1,65,0
Ringvegen,2021,9,10,2,66,0
Ringvegen,2021,9,10,Totalt,131,0
Ringvegen,2021,9,11,1,65,0
Ringvegen,2021,9,11,2,60,0
Ringvegen,2021,9,11,Totalt,125,0
Ringvegen,2021,9,12,1,63,0
Ringvegen,2021,9,12,2,62,0
Ringvegen,2021,9,12,Totalt,125,0
Ringvegen,2021,9,13,1,80,0
Ringvegen,2021,9,13,2,75,0
Ringvegen,2021,9,13,Totalt,155,0
Ringvegen,2021,9,14,1,91,0
Ringvegen,2021,9,14,2,81,0
Ringvegen,2021,9,14,Totalt,172,0
Ringvegen,2021,9,15,1,110,0
Ringvegen,2021,9,15,2,108,0
Ringvegen,2021,9,15,Totalt,218,0
Ringvegen,2021,9,16,1,102,0
Ringvegen,2021,9,16,2,95,0
Ringvegen,2021,9,16,Totalt,197,0
Ringvegen,2021,9,17,1,102,0
Ringvegen,2021,9,17,2,99,0
Ringvegen,2021,9,17,Totalt,201,0
Ringvegen,2021,9,18,1,60,0
Ringvegen,2021,9,18,2,67,0
Ringvegen,2021,9,18,Totalt,127,0
Ringvegen,2021,9,19,1,81,0
Ringvegen,2021,9,19,2,77,0
Ringvegen,2021,9,19,Totalt,158,0
Ringvegen,2021,9,20,1,133,0
Ringvegen,2021,9,20,2,133,0
Ringvegen,2021,9,20,Totalt,266,0
Ringvegen,2021,9,21,1,112,0
Ringvegen,2021,9,21,2,113,0
Ringvegen,2021,9,21,Totalt,225,0
Ringvegen,2021,9,22,1,51,0
Ringvegen,2021,9,22,2,58,0
Ringvegen,2021,9,22,Totalt,109,0
Ringvegen,2021,9,23,1,107,0
Ringvegen,2021,9,23,2,115,0
Ringvegen,2021,9,23,Totalt,222,0
Ringvegen,2021,9,24,1,80,0
Ringvegen,2021,9,24,2,74,0
Ringvegen,2021,9,24,Totalt,154,0
Ringvegen,2021,9,25,1,47,0
Ringvegen,2021,9,25,2,40,0
Ringvegen,2021,9,25,Totalt,87,0
Ringvegen,2021,9,26,1,29,0
Ringvegen,2021,9,26,2,37,0
Ringvegen,2021,9,26,Totalt,66,0
Ringvegen,2021,9,27,1,138,0
Ringvegen,2021,9,27,2,138,0
Ringvegen,2021,9,27,Totalt,276,0
Ringvegen,2021,9,28,1,130,0
Ringvegen,2021,9,28,2,141,0
Ringvegen,2021,9,28,Totalt,271,0
Ringvegen,2021,9,29,1,124,0
Ringvegen,2021,9,29,2,118,0
Ringvegen,2021,9,29,Totalt,242,0
Ringvegen,2021,9,30,1,93,0
Ringvegen,2021,9,30,2,99,0
Ringvegen,2021,9,30,Totalt,192,0
Ringvegen,2021,10,1,1,89,0
Ringvegen,2021,10,1,2,80,0
Ringvegen,2021,10,1,Totalt,169,0
Ringvegen,2021,10,2,1,59,0
Ringvegen,2021,10,2,2,63,0
Ringvegen,2021,10,2,Totalt,122,0
Ringvegen,2021,10,3,1,68,0
Ringvegen,2021,10,3,2,85,0
Ringvegen,2021,10,3,Totalt,153,0
Ringvegen,2021,10,4,1,106,0
Ringvegen,2021,10,4,2,104,0
Ringvegen,2021,10,4,Totalt,210,0
Ringvegen,2021,10,5,1,92,0
Ringvegen,2021,10,5,2,86,0
Ringvegen,2021,10,5,Totalt,178,0
Ringvegen,2021,10,6,1,65,0
Ringvegen,2021,10,6,2,72,0
Ringvegen,2021,10,6,Totalt,137,0
Ringvegen,2021,10,7,1,67,0
Ringvegen,2021,10,7,2,65,0
Ringvegen,2021,10,7,Totalt,132,0
Ringvegen,2021,10,8,1,55,0
Ringvegen,2021,10,8,2,56,0
Ringvegen,2021,10,8,Totalt,111,0
Ringvegen,2021,10,9,1,32,0
Ringvegen,2021,10,9,2,25,0
Ringvegen,2021,10,9,Totalt,57,0
Ringvegen,2021,10,10,1,28,0
Ringvegen,2021,10,10,2,30,0
Ringvegen,2021,10,10,Totalt,58,0
Ringvegen,2021,10,11,1,90,0
Ringvegen,2021,10,11,2,96,0
Ringvegen,2021,10,11,Totalt,186,0
Ringvegen,2021,10,12,1,70,0
